NECK_TO_HEAD.x,NECK_TO_HEAD.y,NECK_TO_HEAD.z,TORSO_TO_NECK.x,TORSO_TO_NECK.y,TORSO_TO_NECK.z,NECK_TO_RIGHTSHOULDER.x,NECK_TO_RIGHTSHOULDER.y,NECK_TO_RIGHTSHOULDER.z,RIGHTSHOULDER_TO_RIGHTELBOW.x,RIGHTSHOULDER_TO_RIGHTELBOW.y,RIGHTSHOULDER_TO_RIGHTELBOW.z,RIGHTELBOW_TO_RIGHTHAND.x,RIGHTELBOW_TO_RIGHTHAND.y,RIGHTELBOW_TO_RIGHTHAND.z,NECK_TO_LEFTSHOULDER.x,NECK_TO_LEFTSHOULDER.y,NECK_TO_LEFTSHOULDER.z,LEFTSHOULDER_TO_LEFTELBOW.x,LEFTSHOULDER_TO_LEFTELBOW.y,LEFTSHOULDER_TO_LEFTELBOW.z,LEFTELBOW_TO_LEFTHAND.x,LEFTELBOW_TO_LEFTHAND.y,LEFTELBOW_TO_LEFTHAND.z,TORSO_TO_RIGHTHIP.x,TORSO_TO_RIGHTHIP.y,TORSO_TO_RIGHTHIP.z,TORSO_TO_LEFTHIP.x,TORSO_TO_LEFTHIP.y,TORSO_TO_LEFTHIP.z,answer
0.134076,-0.981188,0.1389,0.14757,-0.987664,0.0523622,-0.968665,-0.15502,-0.194055,-0.329115,0.840121,-0.431137,-0.374817,0.732792,0.567915,0.968665,0.15502,0.194055,0.51866,0.849191,-0.09933,0.0975865,0.836341,0.539454,-0.558402,0.818946,-0.132344,0.293314,0.95525,0.0382824,1
0.128468,-0.981411,0.142578,0.143296,-0.987865,0.0599088,-0.959986,-0.153459,-0.23426,-0.279682,0.829741,-0.483019,-0.403413,0.75211,0.521141,0.959986,0.153459,0.23426,0.526775,0.849627,-0.0253397,0.0617145,0.817731,0.572283,-0.542002,0.826001,-0.154781,0.283233,0.957918,0.0465957,1
0.119215,-0.980252,0.15778,0.139014,-0.987594,0.0730298,-0.950442,-0.153766,-0.270213,-0.267168,0.823159,-0.501029,-0.411647,0.752074,0.514715,0.950442,0.153766,0.270213,0.520438,0.853892,-0.00364543,0.0448327,0.783015,0.620385,-0.537889,0.822889,-0.183107,0.287434,0.956413,0.051533,1
0.115465,-0.980155,0.161132,0.133899,-0.987797,0.0795458,-0.939608,-0.152059,-0.306618,-0.260832,0.833077,-0.487801,-0.40572,0.758246,0.510347,0.939608,0.152059,0.306618,0.518742,0.85485,-0.011814,0.04173,0.749922,0.660209,-0.52673,0.825137,-0.204217,0.285218,0.956536,0.0607419,1
0.114432,-0.979793,0.164044,0.13286,-0.988029,0.0783961,-0.935452,-0.151141,-0.31951,-0.26332,0.839855,-0.474664,-0.410092,0.765136,0.496379,0.935452,0.151141,0.31951,0.522473,0.852562,0.01266,0.0395398,0.759265,0.649579,-0.523844,0.825852,-0.208701,0.284185,0.956406,0.0672859,1
0.116961,-0.980707,0.156631,0.133942,-0.988505,0.0701245,-0.939961,-0.149141,-0.30697,-0.277106,0.848323,-0.451176,-0.418599,0.756026,0.50319,0.939961,0.149141,0.30697,0.517676,0.855524,0.00946356,0.0468153,0.770606,0.63559,-0.525141,0.828298,-0.195317,0.283292,0.95657,0.0686986,1
0.11934,-0.981213,0.151586,0.133119,-0.989162,0.0619463,-0.949257,-0.145219,-0.278969,-0.299187,0.871921,-0.387608,-0.408268,0.741773,0.532061,0.949257,0.145219,0.278969,0.511793,0.858733,-0.0254053,0.0583448,0.788989,0.611631,-0.522648,0.834547,-0.174273,0.281471,0.957562,0.0620425,1
0.122475,-0.981094,0.149847,0.132312,-0.989467,0.0587171,-0.955739,-0.143059,-0.257095,-0.314471,0.891792,-0.325293,-0.406905,0.755318,0.513735,0.955739,0.143059,0.257095,0.517207,0.851883,-0.082413,0.0597422,0.807455,0.586896,-0.522562,0.837157,-0.161544,0.282557,0.957671,0.055035,1
0.1256,-0.981737,0.142892,0.131862,-0.989779,0.0543089,-0.974218,-0.139518,-0.177299,-0.357269,0.891433,-0.278758,-0.381627,0.752333,0.536988,0.974218,0.139518,0.177299,0.476926,0.866663,-0.14641,0.0939547,0.811819,0.576301,-0.525178,0.842036,-0.123141,0.285355,0.958112,0.0243678,1
0.121603,-0.981405,0.148513,0.12607,-0.990272,0.058895,-0.988996,-0.130097,-0.070435,-0.418839,0.867618,-0.267979,-0.320099,0.727126,0.60731,0.988996,0.130097,0.070435,0.448981,0.862697,-0.232743,0.1249,0.838348,0.530634,-0.524217,0.847553,-0.0827716,0.294701,0.955277,-0.0244491,1
0.118022,-0.980784,0.155349,0.117752,-0.990893,0.0653061,-0.991841,-0.114122,0.0568073,-0.468693,0.862351,-0.191514,-0.300121,0.687858,0.660892,0.991841,0.114122,-0.0568073,0.417253,0.86723,-0.271684,0.154296,0.860192,0.486069,-0.510367,0.859177,-0.0366111,0.295153,0.95186,-0.0827477,1
0.111148,-0.982871,0.147005,0.107385,-0.992308,0.0615946,-0.977888,-0.0942368,0.186692,-0.521872,0.847159,-0.0998552,-0.276154,0.665881,0.693067,0.977888,0.0942368,-0.186692,0.39661,0.864368,-0.30914,0.180121,0.880656,0.43818,-0.486471,0.873521,0.0175127,0.28932,0.948282,-0.130596,1
0.114424,-0.982629,0.146107,0.10594,-0.992278,0.0645069,-0.958984,-0.084803,0.270476,-0.544147,0.838627,-0.0246863,-0.257872,0.692541,0.673713,0.958984,0.0848028,-0.270476,0.388472,0.85073,-0.354046,0.207954,0.894336,0.39613,-0.471106,0.88088,0.0459408,0.275959,0.946942,-0.164765,1
0.114995,-0.983079,0.142588,0.104692,-0.992021,0.0702368,-0.928403,-0.0721718,0.364498,-0.539625,0.837315,0.0877991,-0.120775,0.806827,0.578311,0.928403,0.0721718,-0.364498,0.362238,0.850073,-0.382307,0.242193,0.908098,0.341614,-0.448635,0.890721,0.0730983,0.254861,0.945408,-0.203099,1
0.120229,-0.981987,0.145761,0.104332,-0.99065,0.0879062,-0.884918,-0.0521292,0.46282,-0.508281,0.850444,0.135626,0.00953773,0.899304,0.43722,0.884918,0.0521292,-0.46282,0.360201,0.83597,-0.414016,0.273802,0.916078,0.292975,-0.424752,0.900843,0.0898146,0.230936,0.939468,-0.253116,1
0.129509,-0.979697,0.153039,0.104674,-0.989172,0.10287,-0.82165,-0.0277412,0.569317,-0.49556,0.851818,0.169787,0.0897465,0.94095,0.326433,0.82165,0.0277412,-0.569317,0.370491,0.830339,-0.416261,0.290388,0.918638,0.267916,-0.401824,0.908401,0.115522,0.207394,0.928969,-0.306602,1
0.132632,-0.979751,0.149992,0.104883,-0.988931,0.104951,-0.771026,-0.0142094,0.636645,-0.482518,0.850307,0.21013,0.14097,0.955805,0.258,0.771026,0.0142094,-0.636645,0.388476,0.817821,-0.424565,0.270454,0.923838,0.270882,-0.400344,0.903242,0.154527,0.207566,0.914445,-0.34743,1
0.128402,-0.982109,0.137747,0.0998935,-0.990904,0.0901726,-0.744135,-0.0142406,0.667877,-0.484386,0.841505,0.239246,0.19058,0.957921,0.214631,0.744135,0.0142406,-0.667877,0.410348,0.791139,-0.453556,0.240917,0.940338,0.240257,-0.393765,0.899548,0.189112,0.21123,0.911125,-0.353883,1
0.125981,-0.985471,0.113909,0.0999528,-0.99295,0.0637209,-0.740989,-0.031545,0.670776,-0.597686,0.797387,0.0833403,0.0809941,0.855452,0.51151,0.740989,0.031545,-0.670776,0.396132,0.780736,-0.483249,0.221476,0.944805,0.241439,-0.395534,0.892335,0.217465,0.213276,0.918252,-0.333656,1
0.136646,-0.987461,0.0790539,0.114924,-0.993058,0.025078,-0.786756,-0.0755795,0.61262,-0.596152,0.783535,0.175144,-0.00662736,0.796539,0.604551,0.786756,0.0755795,-0.61262,0.353698,0.732712,-0.581405,0.21462,0.94398,0.250679,-0.41845,0.881011,0.220725,0.207576,0.941149,-0.26674,1
0.136061,-0.988998,0.0580484,0.12082,-0.992671,0.00239052,-0.815425,-0.0978739,0.570529,-0.569033,0.779549,0.261734,-0.0791664,0.772284,0.630326,0.815425,0.0978744,-0.570529,0.296817,0.823487,-0.483497,0.172895,0.959973,0.220362,-0.456509,0.856526,0.240754,0.237865,0.93987,-0.24508,1
0.134061,-0.990046,0.0428442,0.121293,-0.992564,-0.0102569,-0.823921,-0.106438,0.55662,-0.5554,0.77069,0.312358,-0.106065,0.761607,0.6393,0.823921,0.106438,-0.55662,0.258233,0.80117,-0.539854,0.23511,0.935884,0.262383,-0.474053,0.842458,0.256005,0.256618,0.936848,-0.237618,1
0.129431,-0.99098,0.0347291,0.119326,-0.992637,-0.0208283,-0.823412,-0.110662,0.55655,-0.549678,0.765386,0.334721,-0.106697,0.771116,0.627691,0.823412,0.110662,-0.55655,0.254466,0.777274,-0.575406,0.251887,0.926463,0.279678,-0.473764,0.839308,0.266664,0.260118,0.937937,-0.229372,1
0.124749,-0.991788,0.0281757,0.117027,-0.992751,-0.0274028,-0.817736,-0.111981,0.564595,-0.563904,0.735535,0.3755,-0.0991184,0.794523,0.59909,0.817736,0.111981,-0.564595,0.262295,0.755643,-0.600171,0.271271,0.928034,0.255274,-0.468406,0.839436,0.275576,0.25876,0.939014,-0.226486,1
0.128935,-0.991524,0.0159962,0.11606,-0.992506,-0.0382466,-0.842923,-0.118791,0.524756,-0.541361,0.75211,0.375842,-0.110508,0.778661,0.617637,0.842923,0.118791,-0.524756,0.278923,0.73068,-0.623144,0.286504,0.930699,0.227411,-0.470622,0.84243,0.26235,0.261534,0.94561,-0.193448,1
0.12827,-0.9917,0.00885208,0.116948,-0.99219,-0.0433945,-0.861012,-0.123069,0.49347,-0.526975,0.765827,0.36852,-0.0938334,0.773238,0.627135,0.861012,0.123069,-0.49347,0.310778,0.697809,-0.645352,0.267964,0.933528,0.238163,-0.480193,0.839601,0.253938,0.269635,0.946778,-0.175809,1
0.131059,-0.991332,0.0091556,0.119218,-0.991875,-0.0443922,-0.869113,-0.125871,0.478329,-0.527776,0.771025,0.356333,-0.107513,0.77346,0.624661,0.869113,0.125871,-0.478329,0.316741,0.690382,-0.650422,0.271584,0.926432,0.260701,-0.485656,0.838179,0.248183,0.270996,0.947762,-0.168251,1
0.128979,-0.991564,0.0128786,0.119755,-0.991934,-0.0415386,-0.86322,-0.124702,0.489184,-0.53369,0.779699,0.327481,-0.103752,0.767694,0.632362,0.86322,0.124702,-0.489184,0.326854,0.701205,-0.633623,0.27825,0.922591,0.267213,-0.483295,0.83895,0.250177,0.267627,0.947429,-0.17537,1
0.12798,-0.991683,0.0135966,0.120727,-0.991848,-0.0407721,-0.864635,-0.125244,0.486539,-0.541467,0.781537,0.30986,-0.116207,0.771659,0.62533,0.864635,0.125243,-0.486539,0.329084,0.711044,-0.621386,0.275699,0.916286,0.290533,-0.483657,0.839482,0.247682,0.266077,0.948081,-0.1742,1
0.1274,-0.991634,0.0207882,0.12073,-0.99201,-0.0366003,-0.873509,-0.123681,0.470835,-0.533235,0.792415,0.296207,-0.100437,0.761715,0.64008,0.873509,0.12368,-0.470835,0.325818,0.724659,-0.607217,0.275723,0.914144,0.297183,-0.4882,0.839794,0.237499,0.270712,0.947249,-0.171566,1
0.125574,-0.991876,0.0203181,0.118226,-0.99227,-0.0377097,-0.874934,-0.122055,0.468608,-0.537967,0.801842,0.260079,-0.101686,0.74461,0.659709,0.874934,0.122055,-0.468608,0.330222,0.745131,-0.579425,0.272598,0.913661,0.301518,-0.488936,0.838986,0.238838,0.276291,0.945737,-0.171012,1
0.120973,-0.992278,0.027388,0.117147,-0.992637,-0.0308099,-0.878863,-0.118068,0.462233,-0.544699,0.800035,0.251491,-0.108379,0.755302,0.646353,0.878863,0.118068,-0.462233,0.336503,0.749474,-0.570135,0.267408,0.911738,0.311813,-0.489414,0.841256,0.229698,0.278673,0.944442,-0.174273,1
0.120514,-0.992286,0.0290823,0.11388,-0.99308,-0.0286977,-0.885117,-0.114535,0.451054,-0.541607,0.803089,0.248417,-0.100014,0.761536,0.640359,0.885117,0.114535,-0.451054,0.341034,0.754128,-0.561237,0.265271,0.911922,0.313096,-0.488294,0.843856,0.222432,0.283308,0.943702,-0.170776,1
0.115132,-0.992578,0.0391511,0.11272,-0.99336,-0.0230371,-0.888046,-0.111116,0.446125,-0.555111,0.79663,0.239232,-0.118914,0.774087,0.62181,0.888046,0.111117,-0.446125,0.345686,0.746628,-0.568373,0.258886,0.913061,0.315116,-0.489643,0.844803,0.215772,0.286893,0.941966,-0.174334,1
